Netzwerkforschung Sprecher,Quelle_Inst,function,activity,Zeitraum,Institution,spezifische Institution,SOFISwiki_Inst,SOFISwiki_instID
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Professor ,Soziologie ,2014/05 - ,Universität Kassel,Soziologie,Fachgruppe Soziologie (Kassel),8918
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Geschäftsführender Direktor,n,2015/07 - ,Soziologisches Forschungsinstitut Göttingen (SOFI),n,Soziologisches Forschungsinstitut Göttingen e.V. an der Georg-August-Universität (Göttingen),2899
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Vorsitzender des Wissenschaftlichen Beirats,"Gutachtertätigkeiten, Beiräte, Kommissionen",n,Hans-Böckler-Stiftung,n,Hans-Böckler-Stiftung (Düsseldorf),1468
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Wissenschaftlicher Berater der bischöflichen Kommission für gesellschaftliche und soziale Fragen der Deutschen Bischofskonferenz (DBK),"Gutachtertätigkeiten, Beiräte, Kommissionen",n, Deutsche Bischofskonferenz (DBK),n,Deutsche Bischofskonferenz (Bonn),16005
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Mitglied der Kommission „Arbeit der Zukunft“,"Gutachtertätigkeiten, Beiräte, Kommissionen",n,Hans-Böckler-Stiftung,n,Hans-Böckler-Stiftung (Düsseldorf),1468
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Vorsitzender der Kommission „Der Wert öffentlicher Güter“,"Gutachtertätigkeiten, Beiräte, Kommissionen",n,Heinrich-Böll-Stiftung,n,Heinrich Böll Stiftung e.V. (Berlin),12504
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Vorsitzender des Vorstands,"Gutachtertätigkeiten, Beiräte, Kommissionen",n,Freie Altenarbeit Göttingens (FAG) e.V.,n,n,n
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Mitglied des wissenschaftlichen Beirats,"Gutachtertätigkeiten, Beiräte, Kommissionen",n,"Evangelische Akademie der Nordkirche, Hamburg",n,n,n
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Mitglied der Grünen Akademie,"Gutachtertätigkeiten, Beiräte, Kommissionen",n,Heinrich-Böll-Stiftung,n,Heinrich Böll Stiftung e.V. (Berlin),12504
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Wissenschaftlicher Leiter der „Braunschweiger Kolloquien zur Rechtskultur“,"Gutachtertätigkeiten, Beiräte, Kommissionen",n, „Braunschweiger Kolloquien zur Rechtskultur“ (in Kooperation mit dem Katholischen Forum Niedersachsen),n,n,n
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Mitglied,"Gutachtertätigkeiten, Beiräte, Kommissionen",n,Forschungsnetzwerk Saisir l’Europe,n,n,n
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Mitglied,"Gutachtertätigkeiten, Beiräte, Kommissionen",n,"ESSE (Fondation Pierre Bourdieu, St. Gallen)",n,n,n
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Mitglied,"Gutachtertätigkeiten, Beiräte, Kommissionen",n,Fachbeiräte der Forschungsförderung,n,n,n
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Fachgutachter ,"Gutachtertätigkeiten, Beiräte, Kommissionen",n,Schweizerischer Nationalfond,n,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung (Bern),2819
"Vogel, Berthold",http://www.sofi-goettingen.de/nc/personen/detail/name/berthold-vogel/,Fachgutachter ,"Gutachtertätigkeiten, Beiräte, Kommissionen",n,Deutsche Forschungsgemeinschaft,n,Deutsche Forschungsgemeinschaft (Bonn),9494
"Vogl, Susanne",https://www.soz.univie.ac.at/personen/mitarbeiterinnen-am-institut-fuer-soziologie/vogl-dr-susanne/susanne-vogl-publikationen-uni-wien/,Diploma ,Sociology (first class degree),2005,"Catholic University of Eichstaett-Ingolstadt, Germany",n,,
"Vogl, Susanne",https://www.soz.univie.ac.at/personen/mitarbeiterinnen-am-institut-fuer-soziologie/vogl-dr-susanne/susanne-vogl-publikationen-uni-wien/,PhD,Sociology (summa cum laude),2012,"Catholic University of Eichstaett-Ingolstadt, Germany",n,,
"Vogl, Susanne",https://www.soz.univie.ac.at/personen/mitarbeiterinnen-am-institut-fuer-soziologie/vogl-dr-susanne/susanne-vogl-publikationen-uni-wien/,Wissenschaftliche Mitarbeiterin,n,2006/10 - 2014/08,"Catholic University of Eichstaett-Ingolstadt, Germany",Chair of Sociology and Empirical Social Science (Siegfried Lamnek),,
"Vogl, Susanne",https://www.soz.univie.ac.at/personen/mitarbeiterinnen-am-institut-fuer-soziologie/vogl-dr-susanne/susanne-vogl-publikationen-uni-wien/,Post-doc Researcher,"Research Stream ""Health Promotion in Schools""",2014/03 - 2014/10,"Ludwig Boltzmann Institute Health Promotion Research, Vienna",n,,
"Vogl, Susanne",https://www.soz.univie.ac.at/personen/mitarbeiterinnen-am-institut-fuer-soziologie/vogl-dr-susanne/susanne-vogl-publikationen-uni-wien/,Post-doc Research Fellow,n,2013 -,"Technical University Berlin, Germany",Institute of Sociology,,
"Vogl, Susanne",https://www.soz.univie.ac.at/personen/mitarbeiterinnen-am-institut-fuer-soziologie/vogl-dr-susanne/susanne-vogl-publikationen-uni-wien/,Post-doc University Assistant,n,2014/10 - 2017/10,University of Vienna,Institute of Sociology,,
"Vogl, Susanne",https://www.soz.univie.ac.at/personen/mitarbeiterinnen-am-institut-fuer-soziologie/vogl-dr-susanne/susanne-vogl-publikationen-uni-wien/,Back-to-Research Fellow,n,2017/10 - 2018/09,University of Vienna,Institute of Sociology,,
"Völter, Bettina",https://www.ash-berlin.eu/hochschule/lehrende/professor-innen/prof-dr-bettina-voelter/,Diplom-Politologin,"Abschlüsse, Auszeichnungen",n,n,n,n,n
"Völter, Bettina",https://www.ash-berlin.eu/hochschule/lehrende/professor-innen/prof-dr-bettina-voelter/,Dr. phil. (Soziologie),"Abschlüsse, Auszeichnungen",n,n,n,n,n
"Völter, Bettina",https://www.ash-berlin.eu/hochschule/lehrende/professor-innen/prof-dr-bettina-voelter/,Systemische Therapeutin/Familientherapeutin (SG),"Abschlüsse, Auszeichnungen",n,n,n,n,n
"Völter, Bettina",https://www.ash-berlin.eu/hochschule/lehrende/professor-innen/prof-dr-bettina-voelter/,"Mitglied des Netzwerks Rekonstruktive Soziale Arbeit - zur Entwicklung von Forschung, Lehre und beruflicher Praxis",Mitgliedschaften,n,n,n,n,n
"Völter, Bettina",https://www.ash-berlin.eu/hochschule/lehrende/professor-innen/prof-dr-bettina-voelter/,Mitglied ,Mitgliedschaften,n,Deutsche Gesellschaft für Soziale Arbeit,n,n,n
"Völter, Bettina",https://www.ash-berlin.eu/hochschule/lehrende/professor-innen/prof-dr-bettina-voelter/,Mitglied ,Mitgliedschaften,n,Deutsche Gesellschaft für Soziologie,Sektion Biographieforschung,Sektion Biographieforschung (Frankfurt am Main),70483
"Völter, Bettina",https://www.ash-berlin.eu/hochschule/lehrende/professor-innen/prof-dr-bettina-voelter/,Mitglied ,Mitgliedschaften,n,Deutsche Gesellschaft für Soziologie,Sektion Qualitative Sozialforschung,Sektion Methoden der qualitativen Sozialforschung (Tübingen),70485
"Völter, Bettina",https://www.ash-berlin.eu/hochschule/lehrende/professor-innen/prof-dr-bettina-voelter/,Mitglied ,Mitgliedschaften,n,"Quatext, Institut für Qualitative Sozialforschung e.V",n,n,n
"Völter, Bettina",https://www.ash-berlin.eu/hochschule/lehrende/professor-innen/prof-dr-bettina-voelter/,Mitglied ,Mitgliedschaften,n,Aktion Sühnezeichen e.V.,n,n,n
"Völter, Bettina",https://www.ash-berlin.eu/hochschule/lehrende/professor-innen/prof-dr-bettina-voelter/,Mitglied ,Mitgliedschaften,n,Gegen Vergessen für Demokratie e.V.,n,n,n
"Völter, Bettina",https://www.ash-berlin.eu/hochschule/lehrende/professor-innen/prof-dr-bettina-voelter/,Mitglied ,Mitgliedschaften,n,Deutscher Hochschulverband (DHV),n,n,n
"Wagner, Elke",Universität Wuerzburg,Studium ,Diplom Soziologie,1997 - 2003,LMU München,n,,
"Wagner, Elke",Universität Wuerzburg,Abschluss ,Diplomstudium Soziologie,2003,LMU München,n,,
"Wagner, Elke",Universität Wuerzburg,Mitarbeiterin ," DFG-Projekt „Ethik und Organisation“ (Prof. Nassehi, Prof. Anselm, Prof. Schibilsky)",2003/07 - 2004/12,LMU München,Institut für Soziologie,,
"Wagner, Elke",Universität Wuerzburg,Wissenschaftliche Mitarbeiterin,n,2004/12 - 2010/04,LMU München,Institut für Soziologie,,
"Wagner, Elke",Universität Wuerzburg,Sprecherin der wissenschaftlichen Mitarbeiter,n,2006/11 - 2009/06,"IfS München",n,,
"Wagner, Elke",Universität Wuerzburg,Promotion ,Dr. phil,2010/02,LMU München,n,,
"Wagner, Elke",Universität Wuerzburg,Juniorprofessorin ,Mediensoziologie ,2010/04 - 2016/03,Johannes-Gutenberg Universität Mainz,Mediensoziologie ,,
"Wagner, Elke",Universität Wuerzburg,Vertretung der Professur,Spezielle Soziologie und Qualitative Methoden der empirischen Sozialforschung,SS 2016 - ,Julius-Maximilians-Universität Würzburg,Institut für Politikwissenschaft und Soziologie,,
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf,Studium," Sozialwissenschaft (Soziologie, Politik, Geschichte) ",1978 – 1984 ,Universität Bremen ,n,Universität Bremen (Bremen),3303
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf,Auslandsstudium,"Schwerpunkte: Social Policy, Public Administration ",1981 – 1982,"University of Edinburgh,
Großbritannien",n,University of Edinburgh (Edinburgh),11192
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf, Kontaktstudium Weiterbildung,n,1982 – 1983, Universität Bremen ,n,Universität Bremen (Bremen),3303
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf,Abschluss, Diplom-Sozialwissenschaftlerin,1984, Universität Bremen ,n,Universität Bremen (Bremen),3303
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf,Promotionsstipendiatin,n,1992 – 1995," Hans-Böckler-Stiftung, Düsseldorf ",n,Hans-Böckler-Stiftung (Düsseldorf),1468
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf,Promotion,Dr. rer. pol.,1995, Universität Bremen ,n,Universität Bremen (Bremen),3303
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf, nebenberufliche Dozentin,Praxistätigkeiten,1980 – 1985,Volkshochschule Bremen,n,Land Freie Hansestadt Bremen Volkshochschule (Bremen),727251
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf," Arbeitslosenberaterin und Leiterin eines Fortbildungsprojekts
für Altenpfleger/innen",Praxistätigkeiten,1980 – 1985," Arbeiterwohlfahrt Bremen ",n,n,n
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf," Fachreferentin für Gen- und Reproduktionstechnologien bei der
Bundestagsfraktion „Die Grünen“, Bonn ",Praxistätigkeiten,1988 – 1991,"Bundestagsfraktion „Die Grünen“, Bonn ",n,n,n
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf,Wissenschaftliche Mitarbeiterin ,n,1992 – 1995 ,Universität Siegen ,n,Universität Siegen (Siegen),3358
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf,Vertretungsprofessorin,n,1996 – 1997,Universität Siegen ,n,Universität Siegen (Siegen),3358
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf,Wissenschaftliche Mitarbeiterin,n,1997 – 2000 ,Universität Dortmund,n,Technische Universität Dortmund (Dortmund),3306
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf,Professorin,Sozialwissenschaft,2000 – 2002, Evang. Fachhochschule Nürnberg ,"Fachbereich
Pflegemanagement ",n,n
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf,Professorin," Soziologie in der Heilpädagogik, Sozialpolitik
und Sozialmanagement",2002 – 2008, Universität zu Köln ," Soziologie in der Heilpädagogik, Sozialpolitik
und Sozialmanagement",Universität zu Köln (Köln),3327
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf,Visiting Fellow ,n,2008/05,University of London,"King's College;
Centre for Biomedicine@Society",University of London (London),10029
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf,Visiting Professor,n,2008/10-12,University of Stockholm,"Faculty of Special Education, Sweden",Stockholm University (Stockholm),12443
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf,Professorin, Soziologie und Politik der Rehabilitation,2009 - , Universität zu Köln ,Disability Studies,Universität zu Köln (Köln),3327
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf,Visiting Research Professor ,,2010/04-06,"University of Leeds, UK","School of Sociology and Social Policy, Centre for Disability Studies",University of Leeds (Leeds),13021
"Waldschmidt, Anne",http://idis.uni-koeln.de/wp-content/uploads/CV_AW.pdf,Gastprofessur,Disability Studies,Sommersemester 2011,Universität Wien,"Fakultät für Philosophie und Bildungswissenschaft;
Institut für Bildungswissenschaft",Universität Wien (Wien),3351
"Wedelstaedt, Ulrich von",Universität Konstanz,Studium ,"Soziologie (B.A., M.A.)",2006-2012,Universität Bielefeld,n,,
"Wedelstaedt, Ulrich von",Universität Konstanz,Wissenschaftlicher Mitarbeiter,n,2012-2015,Universität Bielefeld,Fakultät für Soziologie,,
"Wedelstaedt, Ulrich von",Universität Konstanz,Mitglied ,n,2012-,Bielefeld Graduade School in History and Sociology,n,,
"Wedelstaedt, Ulrich von",Universität Konstanz,Wissenschaftlicher Mitarbeiter,n,2015,Universität Duisburg-Essen,Institut für Kommunikationswissenschaft,,
"Wedelstaedt, Ulrich von",Universität Konstanz,Wissenschaftlicher Mitarbeiter,n,2015-2016,Julius-Maximilians-Universität Würzburg,Institut für Politikwissenschaften und Soziologie,,
"Wedelstaedt, Ulrich von",Universität Konstanz,Mitarbeit ,DFG-Projekt Kommunikation unter Druck – Techniken von Trainern und Athleten im Spitzensport,2012-2015,Universität Bielefeld,"Projektleitung: Jörg Bergmann, Christian Meyer (Fakultät für Soziologie), Carmen Borgreffe, Klaus Cachay (Fakultät für Psychologie und Sportwissenschaften).",,
"Wedelstaedt, Ulrich von",Universität Konstanz,Promotionsprojekt ,Gemeinsames Kämpfen und kooperative Individualisierungsarbeit,laufend,n,n,,
"Weiß, Anja",Universität Duisburg Essen,Diplomstudium der Psychologie,Wissenschaftliche Ausbildung,1987/11 - 1992/02,Ludwig-Maximilians-Universität München,Psychologie ,"Fak. für Psychologie und Pädagogik
Ludwig-Maximilians-Universität München (München)",3842
"Weiß, Anja",Universität Duisburg Essen,Teilnahme an Forschungswerkstätten im Aufbaustudiengang “Qualitative Methoden”,Wissenschaftliche Ausbildung,1996/10 - 1998/02        , FU Berlin,Aufbaustudiengang “Qualitative Methoden”,Freie Universität Berlin (Berlin),1255
"Weiß, Anja",Universität Duisburg Essen,Promotion in Soziologie,Wissenschaftliche Ausbildung,1996/11 - 2001/07        ,Humboldt-Universität Berlin,n,Humboldt-Universität Berlin (Berlin),12708
"Weiß, Anja",Universität Duisburg Essen,Wissenschaftliche Mitarbeiterin,Wissenschaftliche Tätigkeiten,1994/05 - 1998/12        ," Berghof Forschungszentrum für Konstruktive Konfliktbearbeitung, Berli",n,Berghof Forschungszentrum für konstruktive Konfliktbearbeitung (Berlin),725760
"Weiß, Anja",Universität Duisburg Essen,Visiting Scholar,Wissenschaftliche Tätigkeiten,1999/08/23 - 1999/10/22        ,"George-Mason-University, Fairfax, VA. ",Institute for Conflict Analysis and Resolution ,George Mason University Fairfax (Fairfax),12965
"Weiß, Anja",Universität Duisburg Essen,Wissenschaftliche Mitarbeiterin,Wissenschaftliche Tätigkeiten,1999 /10- 2002/07        ,n, SFB 536 „Reflexive Modernisierung“,n,n
"Weiß, Anja",Universität Duisburg Essen,Leitung und Durchführung des DFG-Projekts zur Förderung der eigenen Stelle „Hochqualifizierte Migrant/innen. Zur Transnationalisierung sozialer Lagen“,Wissenschaftliche Tätigkeiten,2002/08 - 2005/07        ,DFG,n,Deutsche Forschungsgemeinschaft (Bonn),9494
"Weiß, Anja",Universität Duisburg Essen,"Studiengruppe der VW-Stiftung ""Kulturelles Kapital in der Migration. Zur Bedeutung von Bildungs- und Aufenthaltstiteln während der Statuspassage in den Arbeitsmarkt""",Wissenschaftliche Tätigkeiten,2005/07 - 2008/07        ,VW-Stiftung,n,n,n
"Weiß, Anja",Universität Duisburg Essen,Wissenschaftliche Mitarbeiterin,Wissenschaftliche Tätigkeiten,2005/08 - 2007/11        ,Ludwig-Maximilians-Universität München,"Institut für Soziologie, Lehrbereich Ulrich Beck","Institut für Soziologie Lehrstuhl Prof. Dr. Beck
Sozialwissenschaftliche Fakultät (München)
Ludwig-Maximilians-Universität München (München)
",726087
"Weiß, Anja",Universität Duisburg Essen,Juniorprofessorin ,Wissenschaftliche Tätigkeiten,2007/11 - 2012/12        ,Universität Duisburg-Essen,n,"Institut für Soziologie
Fak. für Gesellschaftswissenschaften (Duisburg)
Universität Duisburg-Essen Campus Duisburg (Duisburg)",8579
"Weiß, Anja",Universität Duisburg Essen,Professorin (W3),Wissenschaftliche Tätigkeiten,2012/12 -,Universität Duisburg-Essen,n,"Institut für Soziologie
Fak. für Gesellschaftswissenschaften (Duisburg)
Universität Duisburg-Essen Campus Duisburg (Duisburg)",857
"Wernet, Andreas",Universität Hannover,Studium ,Soziologie ,1980 - 1982 , TH Darmstadt,n,,
"Wernet, Andreas",Universität Hannover,Studium ,Soziologie ,1982 - 1988,J. W. Goethe-Universität Frankfurt/M.,n,,
"Wernet, Andreas",Universität Hannover,Diplom ,Soziologie ,1988,n,n,,
"Wernet, Andreas",Universität Hannover,Wissenschaftlicher Mitarbeiter,n,1988 - 1993 ,J. W. Goethe-Universität Frankfurt/M.,FB Gesellschaftswissenschaften,,
"Wernet, Andreas",Universität Hannover,Dozent ,n,1994 - 1995 ,"Sonderprogramm Weiterbildung brandenburgischer  Lehrerinnen und Lehrer für das Schulfach ""Politische Bildung""",n,,
