,Quelle_Inst,function,activity,Zeitraum,Institution,spezifische Institution,SOFISwiki_Inst/Projekt,SOFISwiki_instID/Projekt-ID
"Mayntz, Renate",http://www.mpifg.de/people/rm/lebenslauf_de.asp,Ordinarius für Organisationssoziologie,n,1971 - 1973,"Hochschule für Verwaltungswissenschaften, Speyer",n,,
"Mayntz, Renate",http://www.mpifg.de/people/rm/lebenslauf_de.asp,Ordinarius für Soziologie,n,1973 - 1985,Universität zu Köln ,n,,
"Mayntz, Renate",http://www.mpifg.de/people/rm/lebenslauf_de.asp,Mitglied des Senats,n,1974 - 1980, Deutsche Forschungsgemeinschaft,n,,
"Mayntz, Renate",http://www.mpifg.de/people/rm/lebenslauf_de.asp,Ehrenpromotion zum Dr. h.c,n,1977,Universität Uppsala,n,,
"Mayntz, Renate",http://www.mpifg.de/people/rm/lebenslauf_de.asp,Ehrendoktor ,n,1979,Universität Paris X - Nanterre ,n,,
"Mayntz, Renate",http://www.mpifg.de/people/rm/lebenslauf_de.asp,Gründungsdirektor ,n,1985,"Max-Planck-Institut für Gesellschaftsforschung, Köln",n,,
"Mayntz, Renate",http://www.mpifg.de/people/rm/lebenslauf_de.asp,Honorarprofessor ,n,1985,Universität zu Köln,n,,
"Mayntz, Renate",http://www.mpifg.de/people/rm/lebenslauf_de.asp,Emeritierung,n,1997,n,n,,
"Mayntz, Renate",http://www.mpifg.de/people/rm/lebenslauf_de.asp,Preis der Schader-Stiftung,n,1999,"Schader-Stiftung, Darmstadt",n,,
"Mayntz, Renate",http://www.mpifg.de/people/rm/lebenslauf_de.asp,Ehrenpromotion ,n,2002, Europäisches Hochschulinstituts in Florenz,n,,
"Mayntz, Renate",http://www.mpifg.de/people/rm/lebenslauf_de.asp,Wahl zum Auswärtigen Mitglied,n,2002, American Academy of Arts and Sciences,n,,
"Mayntz, Renate",http://www.mpifg.de/people/rm/lebenslauf_de.asp,Bielefelder Wissenschaftspreis,n,2004,"Bielefelder Wissenschaftspreis, gemeinsam mit Fritz W. Scharpf",n,,
"Mayntz, Renate",http://www.mpifg.de/people/rm/lebenslauf_de.asp,Preis der Deutschen Gesellschaft für Soziologie (DGS) für ein herausragendes wissenschaftliches Lebenswerk,n,2006,Deutsche Gesellschaft für Soziologie (DGS),n,,
"Mayntz, Renate",http://www.mpifg.de/people/rm/lebenslauf_de.asp,Ernst Hellmut Vits-Preis der Gesellschaft zur Förderung der Westfälischen Wilhelms-Universität zu Münster e.V.,n,2008,Gesellschaft zur Förderung der Westfälischen Wilhelms-Universität zu Münster e.V.,n,,
"Mayntz, Renate",http://www.mpifg.de/people/rm/lebenslauf_de.asp,25-jährige Mitgliedschaft in der Max-Planck-Gesellschaft,n,2010,Max-Planck-Gesellschaft,n,,
"Mayntz, Renate",http://www.mpifg.de/people/rm/lebenslauf_de.asp,Innovationspreis des Landes NRW,n,2010,Land NRW,n,,
"Mayntz, Renate",http://www.mpifg.de/people/rm/lebenslauf_de.asp,Verdienstorden des Landes NRW,n,2011,Land NRW,n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Studium ,"Soziologie, Politikwissenschaft und Philosophie",1989-1995,Universität Bonn,n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Studium ,"Soziologie, Politikwissenschaft und Philosophie",1989-1995,Universität Hamburg,n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Studium ,"Soziologie, Politikwissenschaft und Philosophie",1989-1995,Universität Cambridge,n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Master of Philosophy ,n,1994,Universität Cambridge (GB),n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Diplom-Abschluss in Politikwissenschaft/Soziologie,n,1995,Universität Hamburg,n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),wissenschaftlicher Mitarbeiter,n,1996-1999	,Universität Hamburg,Institut für Soziologie,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Promotion zum Dr. phil.,n,1999,n,n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Post-Doc,n,1999-2001	, Freien Universität und Humboldt-Universität Berlin ,n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Research Fellow ,n,2000,"University of California, Berkeley",n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Visiting Scholar,n,2000, London School of Economics,n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),wissenschaftlicher Assistent ,n,2001-2005	,Universität Hamburg,Institut für Soziologie,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Vertretung einer Professur für Kultursoziologie,n,2003-2004	,Universität Frankfurt (Oder),n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Vertretung einer Professur für Soziologische Theorie,n,2005-2006	,Universität Konstanz,n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Habilitation,n,2005,Universität Hamburg,n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Professor für Allgemeine Soziologie und Kultursoziologie ,n,2006-2010	,Universität Konstanz,Allgemeine Soziologie und Kultursoziologie,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),‘Maßgeblich beteiligter Wissenschaftler’ ,n,2006,Universität Konstanz,Exzellenzcluster 16 ‘Kulturelle Grundlagen der Integration’ ,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Mitglied des Vorstands der Sektion ‘Soziologische Theorien’ ,n,2006 -,DGS,Sektion ‘Soziologische Theorien’,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Gastprofessor ,n,2007,"Institut für Höhere Studien (IHS), Wien",n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Projektleiter am Sonderforschungsbereich 485 sowie am Exzellenzcluster 16,n,2007-2010	,Universität Konstanz,"Sonderforschungsbereich 485;
Exzellenzcluster 16",,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Fellow ,n,2009,Universität Konstanz,Kulturwissenschaftliches Kolleg,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Gastprofessor ,n,2009,Universität Bielefeld,Graduiertenschule ‚Geschichte und Soziologie’,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Fellow ,n,2009/ 2010	,Universität Heidelberg,Altertumswissenschaftliches Kolleg,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Professor ,n,2010 -,Europa-Universität Viadrina Frankfurt (Oder),Vergleichende Kultursoziologie,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Ruf auf eine Professur für Kultursoziologie (W 3),n,2010,Universität Mainz,n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Mitglied des Beirats ‚Wissenschaft und Zeitgeschehen’,n,2011 -,Goethe-Institut,n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Fellow ,n,2012,"Freiburg Institute for Advanced Studies (FRIAS), School of Language and Literature",n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Gastprofessur ,n,2012 -,Universität St. Gallen (HSG),n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),"Auszeichnung des Buches ""Die Erfindung der Kreativität"" im Rahmen des Programms ""Geisteswissenschaften international"" ",n,2014,Börsenvereins des deutschen Buchhandels,n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Gastprofessor ,n,2014,Universität Witten/ Herdecke,n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Ruf auf eine Professur (W 3) für Soziologische Theorie und Kultursoziologie,n,2014,Technischen Universität Dresden (abgelehnt),n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Mitglied des Kuratoriums,n,2015,Theodor-W.-Adorno-Preis der Stadt Frankfurt/ Main,n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Mitglied des Beirats,n,2015 -, soziologisches Internet-Portals 'Soziopolis',n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Mitglied des Konzils,n,2015 -,Deutsche Gesellschaft für Soziologie (DGS),n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Auszeichnung mit der Opus magnum-Förderung der Volkswagenstiftung (Laufzeit 2015- 2017),n,2015,Volkswagenstiftung ,n,,
"Reckwitz, Andreas",Europa-Universität Viadrina Frankfurt (Oder),Mitglied des Beirats ,n,2016 -,Kulturwissenschaftlichen Gesellschaft (KWG),n,,
"Krappmann, Lothar",https://www.mpib-berlin.mpg.de/de/mitarbeiter/lothar-krappmann,Dr. phil. in Soziologie,n,1969, Freie Universität Berlin,n,,
"Krappmann, Lothar",https://www.mpib-berlin.mpg.de/de/mitarbeiter/lothar-krappmann,Honorarprofessor für Soziologie der Erziehung,n,-, Freie Universität Berlin,Soziologie der Erziehung,,
"Fend, Helmut",https://www.psychauthors.de/psychauthors/index.php?wahl=forschung&uwahl=psychauthors&uuwahl=p00854HF,Promotion,n,1967,Innsbruck,n,,
"Fend, Helmut",https://www.psychauthors.de/psychauthors/index.php?wahl=forschung&uwahl=psychauthors&uuwahl=p00854HF,Erstberufung auf eine Professur,n,1972,Konstanz,n,,
"Fend, Helmut",https://www.psychauthors.de/psychauthors/index.php?wahl=forschung&uwahl=psychauthors&uuwahl=p00854HF,Beschäftigung,n,1987-2006,Universität Zürich,Pädagogigsches Institut,,
"Fend, Helmut",https://www.psychauthors.de/psychauthors/index.php?wahl=forschung&uwahl=psychauthors&uuwahl=p00854HF,Promotion Sub Auspiciis,Auszeichnungen ,n,Innsbruck,n,,
"Fend, Helmut",https://www.psychauthors.de/psychauthors/index.php?wahl=forschung&uwahl=psychauthors&uuwahl=p00854HF,Dr. h.c.,Auszeichnungen ,n,Universität München,n,,
"Fend, Helmut",https://www.psychauthors.de/psychauthors/index.php?wahl=forschung&uwahl=psychauthors&uuwahl=p00854HF,Dr. h.c.,Auszeichnungen ,n,Pädagogische Hochschule Freiburg,n,,
"Keupp, Heiner",https://de.wikipedia.org/wiki/Heiner_Keupp,Studium,"Psychologie, Soziologie",n,Frankfurt,n,,
"Keupp, Heiner",https://de.wikipedia.org/wiki/Heiner_Keupp,Studium,"Psychologie, Soziologie",n,Erlangen,n,,
"Keupp, Heiner",https://de.wikipedia.org/wiki/Heiner_Keupp,Studium,"Psychologie, Soziologie",n,München,n,,
"Keupp, Heiner",https://de.wikipedia.org/wiki/Heiner_Keupp,Promotion, Arbeit zur Soziogenese psychischer Störungen,1971,München,n,,
"Keupp, Heiner",https://de.wikipedia.org/wiki/Heiner_Keupp,Habilitierung,n,1976,n,n,,
"Keupp, Heiner",https://de.wikipedia.org/wiki/Heiner_Keupp,Professor für Sozial- und Gemeindepsychologie,n,1978,Ludwig-Maximilians-Universität München,n,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,Studium,"Germanistik, Soziologie",n,Universität Hamburg,n,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,Studium,"Germanistik, Soziologie",n,Universität Freiburg i. B.,n,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,Promotion,Dr. phil. im Fach Germanistik,1979,n,n,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,wissenschaftliche Tätigkeit ,n,n,»Gesellschaft für sozialwissenschaftliche Forschung in der Medizin« in Freiburg,n,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,wissenschaftliche Tätigkeit ,n,n,Universität Freiburg ,Institut für Soziologie,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,wissenschaftliche Mitarbeiterin,n,n,Gesamthochschule Kassel,»Zentrum für Berufs- und Hochschulforschung«,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,wissenschaftliche Mitarbeiterin,n,n,Gesamthochschule Kassel,»Interdisziplinäre Arbeitsgruppe Frauenforschung« ,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,wissenschaftliche Koordinatorin,n,n,Ruhr-Universität Bochum ,»Marie-Jahoda-Gastprofessur für Internationale Frauenforschung«,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,Habilitation ,Venia Legendi für das Fach Soziologie,2002,Universität Kassel, Fach Soziologie,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,Lehrbeauftragte ,n,n,Universität Freiburg ,n,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,Lehrbeauftragte ,n,n,Gesamthochschule Kassel,n,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,Lehrbeauftragte ,n,n,Universität Hannover,n,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,Lehrbeauftragte ,n,n,Universität Zürich,n,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,Lehrbeauftragte ,n,n,Universität Wien,n,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,Lehrbeauftragte ,n,n,Universität Linz,n,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,Professur für »Frauenforschung mit dem Schwerpunkt Qualifikation und Beruf«,Vertretung,2000 -2003,Universität Dortmund,Institut für Soziologie,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,Aigner-Rollett-Gastprofessorin,n,Sommer 2004,Universität Graz,Aigner-Rollett-Gastprofessorin,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,Gastprofessur für Feministische Theorie,n,n,Universität Wien,soziologisches Institut,,
"Wetterer, Angelika",https://soziologie.uni-graz.at/de/geschlechtersoziologie/team/ehemalige-mitarbeiterinnen/angelika-wetterer-pensioniert/,Ruhestand,n,2014/10,n,n,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Studium ,"Politikwissenschaft, Soziologie, Wirtschafts-und Sozialgeschichte und Volkswirtschaftslehre ",1976-1982	,Philipps-Universität Marburg/L.,n,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Diplom ,Fachbereich Gesellschaftswissenschaften,1982,Philipps-Universität Marburg/L.,Fachbereich Gesellschaftswissenschaften,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Wissenschaftlicher Mitarbeiter,n,1982 - 1984	,Institut für Jugendforschung und Jugendkultur e.V. Frankfurt/M.,n,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Wissenschaftlicher Mitarbeiter,n,1984 - 1989	,Philipps-Universität Marburg/L.,Institut für Politikwissenschaft,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Erstellung der Dissertation,Thema Junge GewerkschafterInnen. Vom Klassenindividuum zum Aktivbürger,1989 - 1991	,n,n,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Promotion , Dr. phil. am Fachbereich Gesellschaftswissenschaften,1992,Philipps-Universität Marburg/L.,Fachbereich Gesellschaftswissenschaften,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Wissenschaftlicher Mitarbeiter,n,1991 - 1996	,Soziologischen Forschungsinstitut Göttingen (SOFI),n,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Hochschulassistent ,n,1997 - 1999	,Universität Jena, Institut für Soziologie,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Erziehungsurlaub,n,1999 - 2000	,n,n,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Geschäftsführender Direktor ,n,2001 - 2005	,Ruhr-Universität Bochum,"Forschungsinstituts Arbeit, Bildung, Partizipation/Institut ",,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Habilitation ," Thema ""Kampf um Beteiligung. Arbeit, Partizipation und industrielle Beziehungen im flexiblen Kapitalismus""",2002,Universität Göttingen, Sozialwissenschaftliche Fakultät,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Privatdozent ,n,2002 -,Universität Göttingen, Sozialwissenschaftliche Fakultät,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Ruf ,n,2004/09,Friedrich-Schiller Universität Jena,n,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Vertretung ,"Lehrstuhl für Arbeits-, Industrie-und Wirtschaftssoziologie",WS 2004/2005,Universität Jena,Institut für Soziologie ,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Professor ,"Arbeits-, Industrie-und Wirtschaftssoziologie",seit SoSe 2005	,Friedrich-Schiller Universität Jena,"Arbeits-, Industrie-und Wirtschaftssoziologie",,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Sprecher,n,2009 - 2013, Jenaer Zentrums für interdisziplinäre Gesellschaftsforschung (JenZiG),n,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Direktor ,n,2010 - 2012	, Institut für Soziologie,n,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Sprecher ,n,2011 - ," DFG KollegforscherInnengruppe ""Landnahme, Beschleunigung, Aktivierung. Dynamik und (De-)Stabilisierung moderner Wachstumsgesellschaften""",n,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Herausgeber ,n,2017 - ,Berliner Journal für Soziologie,n,,
"Dörre, Klaus",http://www.soziologie.uni-jena.de/KlausDoerre.html,Herausgeber ,n,2018 -,Global Dialogue,n,,
"Windolf, Paul",https://www.uni-trier.de/index.php?id=13227&L=0,"Sociology, economics, and history",Education,1968-71,University of Freiburg,n,,
"Windolf, Paul",https://www.uni-trier.de/index.php?id=13227&L=0,Sociology and history ,Education,1971-72,"Sorbonne, Paris",n,,
"Windolf, Paul",https://www.uni-trier.de/index.php?id=13227&L=0,"Sociology, economics, and history",Education,1972-74,Free University of Berlin,n,,
"Windolf, Paul",https://www.uni-trier.de/index.php?id=13227&L=0,Diplom-Soziologe,Education,1974,Free University of Berlin,n,,
"Windolf, Paul",https://www.uni-trier.de/index.php?id=13227&L=0,"Promotion, Dr. sc. pol.",Education,1979,University of Münster,n,,
"Windolf, Paul",https://www.uni-trier.de/index.php?id=13227&L=0,"Habilitation (venia legendi, sociology)",Education,1987,University of Marburg,n,,
"Windolf, Paul",https://www.uni-trier.de/index.php?id=13227&L=0,Research Fellow,Employment,1976-79,University of Münster,Department of Sociology,,
"Windolf, Paul",https://www.uni-trier.de/index.php?id=13227&L=0,Research Fellow,Employment,1979-84,Science Centre Berlin, International Institute of Management,,
"Windolf, Paul",https://www.uni-trier.de/index.php?id=13227&L=0,Akademischer Rat,Employment,1985-87,University of Marburg,n,,
"Windolf, Paul",https://www.uni-trier.de/index.php?id=13227&L=0,University of Marburg,Employment,1987-92,University of Heidelberg, Department of Sociology,,
"Windolf, Paul",https://www.uni-trier.de/index.php?id=13227&L=0,Full Professor,Employment,1992,University of Trier,Department of Social Sciences,,
"Windolf, Paul",https://www.uni-trier.de/index.php?id=13227&L=0,Research Fellow ,Fellowships and Visiting Appointments,1980-81,London School of Economics,Department of Industrial Relations,,
"Windolf, Paul",https://www.uni-trier.de/index.php?id=13227&L=0,Research fellow,Fellowships and Visiting Appointments,1984,Stanford University,Department of Sociology ,,
"Windolf, Paul",https://www.uni-trier.de/index.php?id=13227&L=0,Jean-Monnet-Fellowship,Fellowships and Visiting Appointments,1986-87,"European University Institute, Florence",n,,
"Windolf, Paul",https://www.uni-trier.de/index.php?id=13227&L=0,Member of the American Sociological Association,Fellowships and Visiting Appointments,1987 - ,n,n,,
"Windolf, Paul",https://www.uni-trier.de/index.php?id=13227&L=0,Research fellow ,Fellowships and Visiting Appointments,1991-92,"Columbia University, New York ",n,,
